"State","Factory Type","Factory Name","City","Factory ID"
"Punjab","Fruit Processing","Bathinda Fruit Agri Unit","Bathinda","PB0600"
"Haryana","Rice Mill","Karnal Rice Industries","Karnal","HR0601"
"Uttar Pradesh","Sugar Mill","Gorakhpur Sugar Processors","Gorakhpur","UP0602"
"Rajasthan","Food Processing","Udaipur Food Enterprises","Udaipur","RJ0603"
"Madhya Pradesh","Dairy Plant","Gwalior Dairy Foods","Gwalior","MP0604"
"Bihar","Oil Mill","Purnia Oil Agro Works","Purnia","BR0605"
"West Bengal","Cold Storage","Kolkata Cold Agencies","Kolkata","WB0606"
"Odisha","Agro Processing","Cuttack Agro Mills","Cuttack","OD0607"
"Chhattisgarh","Flour Mill","Durg Flour Products","Durg","CG0608"
"Tamil Nadu","Spice Processing","Vellore Spice FarmTech","Vellore","TN0609"
"Karnataka","Fruit Processing","Mysore Fruit Agri Unit","Mysore","KA0610"
"Kerala","Rice Mill","Kannur Rice Industries","Kannur","KL0611"
"Andhra Pradesh","Sugar Mill","Tirupati Sugar Processors","Tirupati","AP0612"
"Telangana","Food Processing","Karimnagar Food Enterprises","Karimnagar","TS0613"
"Maharashtra","Dairy Plant","Aurangabad Dairy Foods","Aurangabad","MH0614"
"Gujarat","Oil Mill","Rajkot Oil Agro Works","Rajkot","GJ0615"
"Punjab","Cold Storage","Ludhiana Cold Agencies","Ludhiana","PB0616"
"Haryana","Agro Processing","Hisar Agro Mills","Hisar","HR0617"
"Uttar Pradesh","Flour Mill","Lucknow Flour Products","Lucknow","UP0618"
"Rajasthan","Spice Processing","Jaipur Spice FarmTech","Jaipur","RJ0619"
"Madhya Pradesh","Fruit Processing","Bhopal Fruit Agri Unit","Bhopal","MP0620"
"Bihar","Rice Mill","Patna Rice Industries","Patna","BR0621"
"West Bengal","Sugar Mill","Siliguri Sugar Processors","Siliguri","WB0622"
"Odisha","Food Processing","Sambalpur Food Enterprises","Sambalpur","OD0623"
"Chhattisgarh","Dairy Plant","Korba Dairy Foods","Korba","CG0624"
"Tamil Nadu","Oil Mill","Erode Oil Agro Works","Erode","TN0625"
"Karnataka","Cold Storage","Mysore Cold Agencies","Mysore","KA0626"
"Kerala","Agro Processing","Kozhikode Agro Mills","Kozhikode","KL0627"
"Andhra Pradesh","Flour Mill","Nellore Flour Products","Nellore","AP0628"
"Telangana","Spice Processing","Nizamabad Spice FarmTech","Nizamabad","TS0629"
"Maharashtra","Fruit Processing","Amravati Fruit Agri Unit","Amravati","MH0630"
"Gujarat","Rice Mill","Ahmedabad Rice Industries","Ahmedabad","GJ0631"
"Punjab","Sugar Mill","Amritsar Sugar Processors","Amritsar","PB0632"
"Haryana","Food Processing","Panipat Food Enterprises","Panipat","HR0633"
"Uttar Pradesh","Dairy Plant","Meerut Dairy Foods","Meerut","UP0634"
"Rajasthan","Oil Mill","Bikaner Oil Agro Works","Bikaner","RJ0635"
"Madhya Pradesh","Cold Storage","Sagar Cold Agencies","Sagar","MP0636"
"Bihar","Agro Processing","Muzaffarpur Agro Mills","Muzaffarpur","BR0637"
"West Bengal","Flour Mill","Durgapur Flour Products","Durgapur","WB0638"
"Odisha","Spice Processing","Rourkela Spice FarmTech","Rourkela","OD0639"
"Chhattisgarh","Fruit Processing","Rajnandgaon Fruit Agri Unit","Rajnandgaon","CG0640"
"Tamil Nadu","Rice Mill","Chennai Rice Industries","Chennai","TN0641"
"Karnataka","Sugar Mill","Mysore Sugar Processors","Mysore","KA0642"
"Kerala","Food Processing","Kochi Food Enterprises","Kochi","KL0643"
"Andhra Pradesh","Dairy Plant","Guntur Dairy Foods","Guntur","AP0644"
"Telangana","Oil Mill","Khammam Oil Agro Works","Khammam","TS0645"
"Maharashtra","Cold Storage","Nagpur Cold Agencies","Nagpur","MH0646"
"Gujarat","Agro Processing","Bhavnagar Agro Mills","Bhavnagar","GJ0647"
"Punjab","Flour Mill","Jalandhar Flour Products","Jalandhar","PB0648"
"Haryana","Spice Processing","Rohtak Spice FarmTech","Rohtak","HR0649"
"Uttar Pradesh","Fruit Processing","Bareilly Fruit Agri Unit","Bareilly","UP0650"
"Rajasthan","Rice Mill","Udaipur Rice Industries","Udaipur","RJ0651"
"Madhya Pradesh","Sugar Mill","Gwalior Sugar Processors","Gwalior","MP0652"
"Bihar","Food Processing","Bhagalpur Food Enterprises","Bhagalpur","BR0653"
"West Bengal","Dairy Plant","Malda Dairy Foods","Malda","WB0654"
"Odisha","Oil Mill","Balasore Oil Agro Works","Balasore","OD0655"
"Chhattisgarh","Cold Storage","Raipur Cold Agencies","Raipur","CG0656"
"Tamil Nadu","Agro Processing","Tiruppur Agro Mills","Tiruppur","TN0657"
"Karnataka","Flour Mill","Mysore Flour Products","Mysore","KA0658"
"Kerala","Spice Processing","Kannur Spice FarmTech","Kannur","KL0659"
"Andhra Pradesh","Fruit Processing","Tirupati Fruit Agri Unit","Tirupati","AP0660"
"Telangana","Rice Mill","Hyderabad Rice Industries","Hyderabad","TS0661"
"Maharashtra","Sugar Mill","Kolhapur Sugar Processors","Kolhapur","MH0662"
"Gujarat","Food Processing","Rajkot Food Enterprises","Rajkot","GJ0663"
"Punjab","Dairy Plant","Patiala Dairy Foods","Patiala","PB0664"
"Haryana","Oil Mill","Ambala Oil Agro Works","Ambala","HR0665"
"Uttar Pradesh","Cold Storage","Kanpur Cold Agencies","Kanpur","UP0666"
"Rajasthan","Agro Processing","Jaipur Agro Mills","Jaipur","RJ0667"
"Madhya Pradesh","Flour Mill","Bhopal Flour Products","Bhopal","MP0668"
"Bihar","Spice Processing","Gaya Spice FarmTech","Gaya","BR0669"
"West Bengal","Fruit Processing","Howrah Fruit Agri Unit","Howrah","WB0670"
"Odisha","Rice Mill","Bhubaneswar Rice Industries","Bhubaneswar","OD0671"
"Chhattisgarh","Sugar Mill","Bilaspur Sugar Processors","Bilaspur","CG0672"
"Tamil Nadu","Food Processing","Madurai Food Enterprises","Madurai","TN0673"
"Karnataka","Dairy Plant","Mysore Dairy Foods","Mysore","KA0674"
"Kerala","Oil Mill","Kozhikode Oil Agro Works","Kozhikode","KL0675"
"Andhra Pradesh","Cold Storage","Nellore Cold Agencies","Nellore","AP0676"
"Telangana","Agro Processing","Warangal Agro Mills","Warangal","TS0677"
"Maharashtra","Flour Mill","Solapur Flour Products","Solapur","MH0678"
"Gujarat","Spice Processing","Ahmedabad Spice FarmTech","Ahmedabad","GJ0679"
"Punjab","Fruit Processing","Bathinda Fruit Agri Unit","Bathinda","PB0680"
"Haryana","Rice Mill","Karnal Rice Industries","Karnal","HR0681"
"Uttar Pradesh","Sugar Mill","Agra Sugar Processors","Agra","UP0682"
"Rajasthan","Food Processing","Bikaner Food Enterprises","Bikaner","RJ0683"
"Madhya Pradesh","Dairy Plant","Sagar Dairy Foods","Sagar","MP0684"
"Bihar","Oil Mill","Purnia Oil Agro Works","Purnia","BR0685"
"West Bengal","Cold Storage","Kolkata Cold Agencies","Kolkata","WB0686"
"Odisha","Agro Processing","Cuttack Agro Mills","Cuttack","OD0687"
"Chhattisgarh","Flour Mill","Durg Flour Products","Durg","CG0688"
"Tamil Nadu","Spice Processing","Vellore Spice FarmTech","Vellore","TN0689"
"Karnataka","Fruit Processing","Mysore Fruit Agri Unit","Mysore","KA0690"
"Kerala","Rice Mill","Kochi Rice Industries","Kochi","KL0691"
"Andhra Pradesh","Sugar Mill","Guntur Sugar Processors","Guntur","AP0692"
"Telangana","Food Processing","Karimnagar Food Enterprises","Karimnagar","TS0693"
"Maharashtra","Dairy Plant","Pune Dairy Foods","Pune","MH0694"
"Gujarat","Oil Mill","Bhavnagar Oil Agro Works","Bhavnagar","GJ0695"
"Punjab","Cold Storage","Ludhiana Cold Agencies","Ludhiana","PB0696"
"Haryana","Agro Processing","Hisar Agro Mills","Hisar","HR0697"
"Uttar Pradesh","Flour Mill","Varanasi Flour Products","Varanasi","UP0698"
"Rajasthan","Spice Processing","Udaipur Spice FarmTech","Udaipur","RJ0699"
"Madhya Pradesh","Fruit Processing","Gwalior Fruit Agri Unit","Gwalior","MP0700"
"Bihar","Rice Mill","Patna Rice Industries","Patna","BR0701"
"West Bengal","Sugar Mill","Siliguri Sugar Processors","Siliguri","WB0702"
"Odisha","Food Processing","Sambalpur Food Enterprises","Sambalpur","OD0703"
"Chhattisgarh","Dairy Plant","Korba Dairy Foods","Korba","CG0704"
"Tamil Nadu","Oil Mill","Erode Oil Agro Works","Erode","TN0705"
"Karnataka","Cold Storage","Mysore Cold Agencies","Mysore","KA0706"
"Kerala","Agro Processing","Kannur Agro Mills","Kannur","KL0707"
"Andhra Pradesh","Flour Mill","Tirupati Flour Products","Tirupati","AP0708"
"Telangana","Spice Processing","Nizamabad Spice FarmTech","Nizamabad","TS0709"
"Maharashtra","Fruit Processing","Nashik Fruit Agri Unit","Nashik","MH0710"
"Gujarat","Rice Mill","Rajkot Rice Industries","Rajkot","GJ0711"
"Punjab","Sugar Mill","Amritsar Sugar Processors","Amritsar","PB0712"
"Haryana","Food Processing","Panipat Food Enterprises","Panipat","HR0713"
"Uttar Pradesh","Dairy Plant","Gorakhpur Dairy Foods","Gorakhpur","UP0714"
"Rajasthan","Oil Mill","Jaipur Oil Agro Works","Jaipur","RJ0715"
"Madhya Pradesh","Cold Storage","Bhopal Cold Agencies","Bhopal","MP0716"
"Bihar","Agro Processing","Muzaffarpur Agro Mills","Muzaffarpur","BR0717"
"West Bengal","Flour Mill","Durgapur Flour Products","Durgapur","WB0718"
"Odisha","Spice Processing","Rourkela Spice FarmTech","Rourkela","OD0719"
"Chhattisgarh","Fruit Processing","Rajnandgaon Fruit Agri Unit","Rajnandgaon","CG0720"
"Tamil Nadu","Rice Mill","Chennai Rice Industries","Chennai","TN0721"
"Karnataka","Sugar Mill","Mysore Sugar Processors","Mysore","KA0722"
"Kerala","Food Processing","Kozhikode Food Enterprises","Kozhikode","KL0723"
"Andhra Pradesh","Dairy Plant","Nellore Dairy Foods","Nellore","AP0724"
"Telangana","Oil Mill","Khammam Oil Agro Works","Khammam","TS0725"
"Maharashtra","Cold Storage","Aurangabad Cold Agencies","Aurangabad","MH0726"
"Gujarat","Agro Processing","Ahmedabad Agro Mills","Ahmedabad","GJ0727"
"Punjab","Flour Mill","Jalandhar Flour Products","Jalandhar","PB0728"
"Haryana","Spice Processing","Rohtak Spice FarmTech","Rohtak","HR0729"
"Uttar Pradesh","Fruit Processing","Lucknow Fruit Agri Unit","Lucknow","UP0730"
"Rajasthan","Rice Mill","Bikaner Rice Industries","Bikaner","RJ0731"
"Madhya Pradesh","Sugar Mill","Sagar Sugar Processors","Sagar","MP0732"
"Bihar","Food Processing","Bhagalpur Food Enterprises","Bhagalpur","BR0733"
"West Bengal","Dairy Plant","Malda Dairy Foods","Malda","WB0734"
"Odisha","Oil Mill","Balasore Oil Agro Works","Balasore","OD0735"
"Chhattisgarh","Cold Storage","Raipur Cold Agencies","Raipur","CG0736"
"Tamil Nadu","Agro Processing","Tiruppur Agro Mills","Tiruppur","TN0737"
"Karnataka","Flour Mill","Mysore Flour Products","Mysore","KA0738"
"Kerala","Spice Processing","Kochi Spice FarmTech","Kochi","KL0739"
"Andhra Pradesh","Fruit Processing","Guntur Fruit Agri Unit","Guntur","AP0740"
"Telangana","Rice Mill","Hyderabad Rice Industries","Hyderabad","TS0741"
"Maharashtra","Sugar Mill","Amravati Sugar Processors","Amravati","MH0742"
"Gujarat","Food Processing","Bhavnagar Food Enterprises","Bhavnagar","GJ0743"
"Punjab","Dairy Plant","Patiala Dairy Foods","Patiala","PB0744"
"Haryana","Oil Mill","Ambala Oil Agro Works","Ambala","HR0745"
"Uttar Pradesh","Cold Storage","Meerut Cold Agencies","Meerut","UP0746"
"Rajasthan","Agro Processing","Udaipur Agro Mills","Udaipur","RJ0747"
"Madhya Pradesh","Flour Mill","Gwalior Flour Products","Gwalior","MP0748"
"Bihar","Spice Processing","Gaya Spice FarmTech","Gaya","BR0749"
"West Bengal","Fruit Processing","Howrah Fruit Agri Unit","Howrah","WB0750"
"Odisha","Rice Mill","Bhubaneswar Rice Industries","Bhubaneswar","OD0751"
"Chhattisgarh","Sugar Mill","Bilaspur Sugar Processors","Bilaspur","CG0752"
"Tamil Nadu","Food Processing","Madurai Food Enterprises","Madurai","TN0753"
"Karnataka","Dairy Plant","Mysore Dairy Foods","Mysore","KA0754"
"Kerala","Oil Mill","Kannur Oil Agro Works","Kannur","KL0755"
"Andhra Pradesh","Cold Storage","Tirupati Cold Agencies","Tirupati","AP0756"
"Telangana","Agro Processing","Warangal Agro Mills","Warangal","TS0757"
"Maharashtra","Flour Mill","Nagpur Flour Products","Nagpur","MH0758"
"Gujarat","Spice Processing","Rajkot Spice FarmTech","Rajkot","GJ0759"
"Punjab","Fruit Processing","Bathinda Fruit Agri Unit","Bathinda","PB0760"
"Haryana","Rice Mill","Karnal Rice Industries","Karnal","HR0761"
"Uttar Pradesh","Sugar Mill","Bareilly Sugar Processors","Bareilly","UP0762"
"Rajasthan","Food Processing","Jaipur Food Enterprises","Jaipur","RJ0763"
"Madhya Pradesh","Dairy Plant","Bhopal Dairy Foods","Bhopal","MP0764"
"Bihar","Oil Mill","Purnia Oil Agro Works","Purnia","BR0765"
"West Bengal","Cold Storage","Kolkata Cold Agencies","Kolkata","WB0766"
"Odisha","Agro Processing","Cuttack Agro Mills","Cuttack","OD0767"
"Chhattisgarh","Flour Mill","Durg Flour Products","Durg","CG0768"
"Tamil Nadu","Spice Processing","Vellore Spice FarmTech","Vellore","TN0769"
"Karnataka","Fruit Processing","Mysore Fruit Agri Unit","Mysore","KA0770"
"Kerala","Rice Mill","Kozhikode Rice Industries","Kozhikode","KL0771"
"Andhra Pradesh","Sugar Mill","Nellore Sugar Processors","Nellore","AP0772"
"Telangana","Food Processing","Karimnagar Food Enterprises","Karimnagar","TS0773"
"Maharashtra","Dairy Plant","Kolhapur Dairy Foods","Kolhapur","MH0774"
"Gujarat","Oil Mill","Ahmedabad Oil Agro Works","Ahmedabad","GJ0775"
"Punjab","Cold Storage","Ludhiana Cold Agencies","Ludhiana","PB0776"
"Haryana","Agro Processing","Hisar Agro Mills","Hisar","HR0777"
"Uttar Pradesh","Flour Mill","Kanpur Flour Products","Kanpur","UP0778"
"Rajasthan","Spice Processing","Bikaner Spice FarmTech","Bikaner","RJ0779"
"Madhya Pradesh","Fruit Processing","Sagar Fruit Agri Unit","Sagar","MP0780"
"Bihar","Rice Mill","Patna Rice Industries","Patna","BR0781"
"West Bengal","Sugar Mill","Siliguri Sugar Processors","Siliguri","WB0782"
"Odisha","Food Processing","Sambalpur Food Enterprises","Sambalpur","OD0783"
"Chhattisgarh","Dairy Plant","Korba Dairy Foods","Korba","CG0784"
"Tamil Nadu","Oil Mill","Erode Oil Agro Works","Erode","TN0785"
"Karnataka","Cold Storage","Mysore Cold Agencies","Mysore","KA0786"
"Kerala","Agro Processing","Kochi Agro Mills","Kochi","KL0787"
"Andhra Pradesh","Flour Mill","Guntur Flour Products","Guntur","AP0788"
"Telangana","Spice Processing","Nizamabad Spice FarmTech","Nizamabad","TS0789"
"Maharashtra","Fruit Processing","Solapur Fruit Agri Unit","Solapur","MH0790"
"Gujarat","Rice Mill","Bhavnagar Rice Industries","Bhavnagar","GJ0791"
"Punjab","Sugar Mill","Amritsar Sugar Processors","Amritsar","PB0792"
"Haryana","Food Processing","Panipat Food Enterprises","Panipat","HR0793"
"Uttar Pradesh","Dairy Plant","Agra Dairy Foods","Agra","UP0794"
"Rajasthan","Oil Mill","Udaipur Oil Agro Works","Udaipur","RJ0795"
"Madhya Pradesh","Cold Storage","Gwalior Cold Agencies","Gwalior","MP0796"
"Bihar","Agro Processing","Muzaffarpur Agro Mills","Muzaffarpur","BR0797"
"West Bengal","Flour Mill","Durgapur Flour Products","Durgapur","WB0798"
"Odisha","Spice Processing","Rourkela Spice FarmTech","Rourkela","OD0799"
"Chhattisgarh","Fruit Processing","Rajnandgaon Fruit Agri Unit","Rajnandgaon","CG0800"
"Tamil Nadu","Rice Mill","Chennai Rice Industries","Chennai","TN0801"
"Karnataka","Sugar Mill","Mysore Sugar Processors","Mysore","KA0802"
"Kerala","Food Processing","Kannur Food Enterprises","Kannur","KL0803"
"Andhra Pradesh","Dairy Plant","Tirupati Dairy Foods","Tirupati","AP0804"
"Telangana","Oil Mill","Khammam Oil Agro Works","Khammam","TS0805"
"Maharashtra","Cold Storage","Pune Cold Agencies","Pune","MH0806"
"Gujarat","Agro Processing","Rajkot Agro Mills","Rajkot","GJ0807"
"Punjab","Flour Mill","Jalandhar Flour Products","Jalandhar","PB0808"
"Haryana","Spice Processing","Rohtak Spice FarmTech","Rohtak","HR0809"
"Uttar Pradesh","Fruit Processing","Varanasi Fruit Agri Unit","Varanasi","UP0810"
"Rajasthan","Rice Mill","Jaipur Rice Industries","Jaipur","RJ0811"
"Madhya Pradesh","Sugar Mill","Bhopal Sugar Processors","Bhopal","MP0812"
"Bihar","Food Processing","Bhagalpur Food Enterprises","Bhagalpur","BR0813"
"West Bengal","Dairy Plant","Malda Dairy Foods","Malda","WB0814"
"Odisha","Oil Mill","Balasore Oil Agro Works","Balasore","OD0815"
"Chhattisgarh","Cold Storage","Raipur Cold Agencies","Raipur","CG0816"
"Tamil Nadu","Agro Processing","Tiruppur Agro Mills","Tiruppur","TN0817"
"Karnataka","Flour Mill","Mysore Flour Products","Mysore","KA0818"
"Kerala","Spice Processing","Kozhikode Spice FarmTech","Kozhikode","KL0819"
"Andhra Pradesh","Fruit Processing","Nellore Fruit Agri Unit","Nellore","AP0820"
"Telangana","Rice Mill","Hyderabad Rice Industries","Hyderabad","TS0821"
"Maharashtra","Sugar Mill","Nashik Sugar Processors","Nashik","MH0822"
"Gujarat","Food Processing","Ahmedabad Food Enterprises","Ahmedabad","GJ0823"
"Punjab","Dairy Plant","Patiala Dairy Foods","Patiala","PB0824"
"Haryana","Oil Mill","Ambala Oil Agro Works","Ambala","HR0825"
"Uttar Pradesh","Cold Storage","Gorakhpur Cold Agencies","Gorakhpur","UP0826"
"Rajasthan","Agro Processing","Bikaner Agro Mills","Bikaner","RJ0827"
"Madhya Pradesh","Flour Mill","Sagar Flour Products","Sagar","MP0828"
"Bihar","Spice Processing","Gaya Spice FarmTech","Gaya","BR0829"
"West Bengal","Fruit Processing","Howrah Fruit Agri Unit","Howrah","WB0830"
"Odisha","Rice Mill","Bhubaneswar Rice Industries","Bhubaneswar","OD0831"
"Chhattisgarh","Sugar Mill","Bilaspur Sugar Processors","Bilaspur","CG0832"
"Tamil Nadu","Food Processing","Madurai Food Enterprises","Madurai","TN0833"
"Karnataka","Dairy Plant","Mysore Dairy Foods","Mysore","KA0834"
"Kerala","Oil Mill","Kochi Oil Agro Works","Kochi","KL0835"
"Andhra Pradesh","Cold Storage","Guntur Cold Agencies","Guntur","AP0836"
"Telangana","Agro Processing","Warangal Agro Mills","Warangal","TS0837"
"Maharashtra","Flour Mill","Aurangabad Flour Products","Aurangabad","MH0838"
"Gujarat","Spice Processing","Bhavnagar Spice FarmTech","Bhavnagar","GJ0839"
"Punjab","Fruit Processing","Bathinda Fruit Agri Unit","Bathinda","PB0840"
"Haryana","Rice Mill","Karnal Rice Industries","Karnal","HR0841"
"Uttar Pradesh","Sugar Mill","Lucknow Sugar Processors","Lucknow","UP0842"
"Rajasthan","Food Processing","Udaipur Food Enterprises","Udaipur","RJ0843"
"Madhya Pradesh","Dairy Plant","Gwalior Dairy Foods","Gwalior","MP0844"
"Bihar","Oil Mill","Purnia Oil Agro Works","Purnia","BR0845"
"West Bengal","Cold Storage","Kolkata Cold Agencies","Kolkata","WB0846"
"Odisha","Agro Processing","Cuttack Agro Mills","Cuttack","OD0847"
"Chhattisgarh","Flour Mill","Durg Flour Products","Durg","CG0848"
"Tamil Nadu","Spice Processing","Vellore Spice FarmTech","Vellore","TN0849"
"Karnataka","Fruit Processing","Mysore Fruit Agri Unit","Mysore","KA0850"
"Kerala","Rice Mill","Kannur Rice Industries","Kannur","KL0851"
"Andhra Pradesh","Sugar Mill","Tirupati Sugar Processors","Tirupati","AP0852"
"Telangana","Food Processing","Karimnagar Food Enterprises","Karimnagar","TS0853"
"Maharashtra","Dairy Plant","Amravati Dairy Foods","Amravati","MH0854"
"Gujarat","Oil Mill","Rajkot Oil Agro Works","Rajkot","GJ0855"
"Punjab","Cold Storage","Ludhiana Cold Agencies","Ludhiana","PB0856"
"Haryana","Agro Processing","Hisar Agro Mills","Hisar","HR0857"
"Uttar Pradesh","Flour Mill","Meerut Flour Products","Meerut","UP0858"
"Rajasthan","Spice Processing","Jaipur Spice FarmTech","Jaipur","RJ0859"
"Madhya Pradesh","Fruit Processing","Bhopal Fruit Agri Unit","Bhopal","MP0860"
"Bihar","Rice Mill","Patna Rice Industries","Patna","BR0861"
"West Bengal","Sugar Mill","Siliguri Sugar Processors","Siliguri","WB0862"
"Odisha","Food Processing","Sambalpur Food Enterprises","Sambalpur","OD0863"
"Chhattisgarh","Dairy Plant","Korba Dairy Foods","Korba","CG0864"
"Tamil Nadu","Oil Mill","Erode Oil Agro Works","Erode","TN0865"
"Karnataka","Cold Storage","Mysore Cold Agencies","Mysore","KA0866"
"Kerala","Agro Processing","Kozhikode Agro Mills","Kozhikode","KL0867"
"Andhra Pradesh","Flour Mill","Nellore Flour Products","Nellore","AP0868"
"Telangana","Spice Processing","Nizamabad Spice FarmTech","Nizamabad","TS0869"
"Maharashtra","Fruit Processing","Nagpur Fruit Agri Unit","Nagpur","MH0870"
"Gujarat","Rice Mill","Ahmedabad Rice Industries","Ahmedabad","GJ0871"
"Punjab","Sugar Mill","Amritsar Sugar Processors","Amritsar","PB0872"
"Haryana","Food Processing","Panipat Food Enterprises","Panipat","HR0873"
"Uttar Pradesh","Dairy Plant","Bareilly Dairy Foods","Bareilly","UP0874"
"Rajasthan","Oil Mill","Bikaner Oil Agro Works","Bikaner","RJ0875"
"Madhya Pradesh","Cold Storage","Sagar Cold Agencies","Sagar","MP0876"
"Bihar","Agro Processing","Muzaffarpur Agro Mills","Muzaffarpur","BR0877"
"West Bengal","Flour Mill","Durgapur Flour Products","Durgapur","WB0878"
"Odisha","Spice Processing","Rourkela Spice FarmTech","Rourkela","OD0879"
"Chhattisgarh","Fruit Processing","Rajnandgaon Fruit Agri Unit","Rajnandgaon","CG0880"
"Tamil Nadu","Rice Mill","Chennai Rice Industries","Chennai","TN0881"
"Karnataka","Sugar Mill","Mysore Sugar Processors","Mysore","KA0882"
"Kerala","Food Processing","Kochi Food Enterprises","Kochi","KL0883"
"Andhra Pradesh","Dairy Plant","Guntur Dairy Foods","Guntur","AP0884"
"Telangana","Oil Mill","Khammam Oil Agro Works","Khammam","TS0885"
"Maharashtra","Cold Storage","Kolhapur Cold Agencies","Kolhapur","MH0886"
"Gujarat","Agro Processing","Bhavnagar Agro Mills","Bhavnagar","GJ0887"
"Punjab","Flour Mill","Jalandhar Flour Products","Jalandhar","PB0888"
"Haryana","Spice Processing","Rohtak Spice FarmTech","Rohtak","HR0889"
"Uttar Pradesh","Fruit Processing","Kanpur Fruit Agri Unit","Kanpur","UP0890"
"Rajasthan","Rice Mill","Udaipur Rice Industries","Udaipur","RJ0891"
"Madhya Pradesh","Sugar Mill","Gwalior Sugar Processors","Gwalior","MP0892"
"Bihar","Food Processing","Bhagalpur Food Enterprises","Bhagalpur","BR0893"
"West Bengal","Dairy Plant","Malda Dairy Foods","Malda","WB0894"
"Odisha","Oil Mill","Balasore Oil Agro Works","Balasore","OD0895"
"Chhattisgarh","Cold Storage","Raipur Cold Agencies","Raipur","CG0896"
"Tamil Nadu","Agro Processing","Tiruppur Agro Mills","Tiruppur","TN0897"
"Karnataka","Flour Mill","Mysore Flour Products","Mysore","KA0898"
"Kerala","Spice Processing","Kannur Spice FarmTech","Kannur","KL0899"
