"State","Factory Type","Factory Name","City","Factory ID"
"Andhra Pradesh","Fruit Processing","Tirupati Fruit Agri Unit","Tirupati","AP0900"
"Telangana","Rice Mill","Hyderabad Rice Industries","Hyderabad","TS0901"
"Maharashtra","Sugar Mill","Solapur Sugar Processors","Solapur","MH0902"
"Gujarat","Food Processing","Rajkot Food Enterprises","Rajkot","GJ0903"
"Punjab","Dairy Plant","Patiala Dairy Foods","Patiala","PB0904"
"Haryana","Oil Mill","Ambala Oil Agro Works","Ambala","HR0905"
"Uttar Pradesh","Cold Storage","Agra Cold Agencies","Agra","UP0906"
"Rajasthan","Agro Processing","Jaipur Agro Mills","Jaipur","RJ0907"
"Madhya Pradesh","Flour Mill","Bhopal Flour Products","Bhopal","MP0908"
"Bihar","Spice Processing","Gaya Spice FarmTech","Gaya","BR0909"
"West Bengal","Fruit Processing","Howrah Fruit Agri Unit","Howrah","WB0910"
"Odisha","Rice Mill","Bhubaneswar Rice Industries","Bhubaneswar","OD0911"
"Chhattisgarh","Sugar Mill","Bilaspur Sugar Processors","Bilaspur","CG0912"
"Tamil Nadu","Food Processing","Madurai Food Enterprises","Madurai","TN0913"
"Karnataka","Dairy Plant","Mysore Dairy Foods","Mysore","KA0914"
"Kerala","Oil Mill","Kozhikode Oil Agro Works","Kozhikode","KL0915"
"Andhra Pradesh","Cold Storage","Nellore Cold Agencies","Nellore","AP0916"
"Telangana","Agro Processing","Warangal Agro Mills","Warangal","TS0917"
"Maharashtra","Flour Mill","Pune Flour Products","Pune","MH0918"
"Gujarat","Spice Processing","Ahmedabad Spice FarmTech","Ahmedabad","GJ0919"
"Punjab","Fruit Processing","Bathinda Fruit Agri Unit","Bathinda","PB0920"
"Haryana","Rice Mill","Karnal Rice Industries","Karnal","HR0921"
"Uttar Pradesh","Sugar Mill","Varanasi Sugar Processors","Varanasi","UP0922"
"Rajasthan","Food Processing","Bikaner Food Enterprises","Bikaner","RJ0923"
"Madhya Pradesh","Dairy Plant","Sagar Dairy Foods","Sagar","MP0924"
"Bihar","Oil Mill","Purnia Oil Agro Works","Purnia","BR0925"
"West Bengal","Cold Storage","Kolkata Cold Agencies","Kolkata","WB0926"
"Odisha","Agro Processing","Cuttack Agro Mills","Cuttack","OD0927"
"Chhattisgarh","Flour Mill","Durg Flour Products","Durg","CG0928"
"Tamil Nadu","Spice Processing","Vellore Spice FarmTech","Vellore","TN0929"
"Karnataka","Fruit Processing","Mysore Fruit Agri Unit","Mysore","KA0930"
"Kerala","Rice Mill","Kochi Rice Industries","Kochi","KL0931"
"Andhra Pradesh","Sugar Mill","Guntur Sugar Processors","Guntur","AP0932"
"Telangana","Food Processing","Karimnagar Food Enterprises","Karimnagar","TS0933"
"Maharashtra","Dairy Plant","Nashik Dairy Foods","Nashik","MH0934"
"Gujarat","Oil Mill","Bhavnagar Oil Agro Works","Bhavnagar","GJ0935"
"Punjab","Cold Storage","Ludhiana Cold Agencies","Ludhiana","PB0936"
"Haryana","Agro Processing","Hisar Agro Mills","Hisar","HR0937"
"Uttar Pradesh","Flour Mill","Gorakhpur Flour Products","Gorakhpur","UP0938"
"Rajasthan","Spice Processing","Udaipur Spice FarmTech","Udaipur","RJ0939"
"Madhya Pradesh","Fruit Processing","Gwalior Fruit Agri Unit","Gwalior","MP0940"
"Bihar","Rice Mill","Patna Rice Industries","Patna","BR0941"
"West Bengal","Sugar Mill","Siliguri Sugar Processors","Siliguri","WB0942"
"Odisha","Food Processing","Sambalpur Food Enterprises","Sambalpur","OD0943"
"Chhattisgarh","Dairy Plant","Korba Dairy Foods","Korba","CG0944"
"Tamil Nadu","Oil Mill","Erode Oil Agro Works","Erode","TN0945"
"Karnataka","Cold Storage","Mysore Cold Agencies","Mysore","KA0946"
"Kerala","Agro Processing","Kannur Agro Mills","Kannur","KL0947"
"Andhra Pradesh","Flour Mill","Tirupati Flour Products","Tirupati","AP0948"
"Telangana","Spice Processing","Nizamabad Spice FarmTech","Nizamabad","TS0949"
"Maharashtra","Fruit Processing","Aurangabad Fruit Agri Unit","Aurangabad","MH0950"
"Gujarat","Rice Mill","Rajkot Rice Industries","Rajkot","GJ0951"
"Punjab","Sugar Mill","Amritsar Sugar Processors","Amritsar","PB0952"
"Haryana","Food Processing","Panipat Food Enterprises","Panipat","HR0953"
"Uttar Pradesh","Dairy Plant","Lucknow Dairy Foods","Lucknow","UP0954"
"Rajasthan","Oil Mill","Jaipur Oil Agro Works","Jaipur","RJ0955"
"Madhya Pradesh","Cold Storage","Bhopal Cold Agencies","Bhopal","MP0956"
"Bihar","Agro Processing","Muzaffarpur Agro Mills","Muzaffarpur","BR0957"
"West Bengal","Flour Mill","Durgapur Flour Products","Durgapur","WB0958"
"Odisha","Spice Processing","Rourkela Spice FarmTech","Rourkela","OD0959"
"Chhattisgarh","Fruit Processing","Rajnandgaon Fruit Agri Unit","Rajnandgaon","CG0960"
"Tamil Nadu","Rice Mill","Chennai Rice Industries","Chennai","TN0961"
"Karnataka","Sugar Mill","Mysore Sugar Processors","Mysore","KA0962"
"Kerala","Food Processing","Kozhikode Food Enterprises","Kozhikode","KL0963"
"Andhra Pradesh","Dairy Plant","Nellore Dairy Foods","Nellore","AP0964"
"Telangana","Oil Mill","Khammam Oil Agro Works","Khammam","TS0965"
"Maharashtra","Cold Storage","Amravati Cold Agencies","Amravati","MH0966"
"Gujarat","Agro Processing","Ahmedabad Agro Mills","Ahmedabad","GJ0967"
"Punjab","Flour Mill","Jalandhar Flour Products","Jalandhar","PB0968"
"Haryana","Spice Processing","Rohtak Spice FarmTech","Rohtak","HR0969"
"Uttar Pradesh","Fruit Processing","Meerut Fruit Agri Unit","Meerut","UP0970"
"Rajasthan","Rice Mill","Bikaner Rice Industries","Bikaner","RJ0971"
"Madhya Pradesh","Sugar Mill","Sagar Sugar Processors","Sagar","MP0972"
"Bihar","Food Processing","Bhagalpur Food Enterprises","Bhagalpur","BR0973"
"West Bengal","Dairy Plant","Malda Dairy Foods","Malda","WB0974"
"Odisha","Oil Mill","Balasore Oil Agro Works","Balasore","OD0975"
"Chhattisgarh","Cold Storage","Raipur Cold Agencies","Raipur","CG0976"
"Tamil Nadu","Agro Processing","Tiruppur Agro Mills","Tiruppur","TN0977"
"Karnataka","Flour Mill","Mysore Flour Products","Mysore","KA0978"
"Kerala","Spice Processing","Kochi Spice FarmTech","Kochi","KL0979"
"Andhra Pradesh","Fruit Processing","Guntur Fruit Agri Unit","Guntur","AP0980"
"Telangana","Rice Mill","Hyderabad Rice Industries","Hyderabad","TS0981"
"Maharashtra","Sugar Mill","Nagpur Sugar Processors","Nagpur","MH0982"
"Gujarat","Food Processing","Bhavnagar Food Enterprises","Bhavnagar","GJ0983"
"Punjab","Dairy Plant","Patiala Dairy Foods","Patiala","PB0984"
"Haryana","Oil Mill","Ambala Oil Agro Works","Ambala","HR0985"
"Uttar Pradesh","Cold Storage","Bareilly Cold Agencies","Bareilly","UP0986"
"Rajasthan","Agro Processing","Udaipur Agro Mills","Udaipur","RJ0987"
"Madhya Pradesh","Flour Mill","Gwalior Flour Products","Gwalior","MP0988"
"Bihar","Spice Processing","Gaya Spice FarmTech","Gaya","BR0989"
"West Bengal","Fruit Processing","Howrah Fruit Agri Unit","Howrah","WB0990"
"Odisha","Rice Mill","Bhubaneswar Rice Industries","Bhubaneswar","OD0991"
"Chhattisgarh","Sugar Mill","Bilaspur Sugar Processors","Bilaspur","CG0992"
"Tamil Nadu","Food Processing","Madurai Food Enterprises","Madurai","TN0993"
"Karnataka","Dairy Plant","Mysore Dairy Foods","Mysore","KA0994"
"Kerala","Oil Mill","Kannur Oil Agro Works","Kannur","KL0995"
"Andhra Pradesh","Cold Storage","Tirupati Cold Agencies","Tirupati","AP0996"
"Telangana","Agro Processing","Warangal Agro Mills","Warangal","TS0997"
"Maharashtra","Flour Mill","Kolhapur Flour Products","Kolhapur","MH0998"
"Gujarat","Spice Processing","Rajkot Spice FarmTech","Rajkot","GJ0999"
"Punjab","Fruit Processing","Bathinda Fruit Agri Unit","Bathinda","PB1000"
"Haryana","Rice Mill","Karnal Rice Industries","Karnal","HR1001"
"Uttar Pradesh","Sugar Mill","Kanpur Sugar Processors","Kanpur","UP1002"
"Rajasthan","Food Processing","Jaipur Food Enterprises","Jaipur","RJ1003"
"Madhya Pradesh","Dairy Plant","Bhopal Dairy Foods","Bhopal","MP1004"
"Bihar","Oil Mill","Purnia Oil Agro Works","Purnia","BR1005"
"West Bengal","Cold Storage","Kolkata Cold Agencies","Kolkata","WB1006"
"Odisha","Agro Processing","Cuttack Agro Mills","Cuttack","OD1007"
"Chhattisgarh","Flour Mill","Durg Flour Products","Durg","CG1008"
"Tamil Nadu","Spice Processing","Vellore Spice FarmTech","Vellore","TN1009"
"Karnataka","Fruit Processing","Mysore Fruit Agri Unit","Mysore","KA1010"
"Kerala","Rice Mill","Kozhikode Rice Industries","Kozhikode","KL1011"
"Andhra Pradesh","Sugar Mill","Nellore Sugar Processors","Nellore","AP1012"
"Telangana","Food Processing","Karimnagar Food Enterprises","Karimnagar","TS1013"
"Maharashtra","Dairy Plant","Solapur Dairy Foods","Solapur","MH1014"
"Gujarat","Oil Mill","Ahmedabad Oil Agro Works","Ahmedabad","GJ1015"
"Punjab","Cold Storage","Ludhiana Cold Agencies","Ludhiana","PB1016"
"Haryana","Agro Processing","Hisar Agro Mills","Hisar","HR1017"
"Uttar Pradesh","Flour Mill","Agra Flour Products","Agra","UP1018"
"Rajasthan","Spice Processing","Bikaner Spice FarmTech","Bikaner","RJ1019"
"Madhya Pradesh","Fruit Processing","Sagar Fruit Agri Unit","Sagar","MP1020"
"Bihar","Rice Mill","Patna Rice Industries","Patna","BR1021"
"West Bengal","Sugar Mill","Siliguri Sugar Processors","Siliguri","WB1022"
"Odisha","Food Processing","Sambalpur Food Enterprises","Sambalpur","OD1023"
"Chhattisgarh","Dairy Plant","Korba Dairy Foods","Korba","CG1024"
"Tamil Nadu","Oil Mill","Erode Oil Agro Works","Erode","TN1025"
"Karnataka","Cold Storage","Mysore Cold Agencies","Mysore","KA1026"
"Kerala","Agro Processing","Kochi Agro Mills","Kochi","KL1027"
"Andhra Pradesh","Flour Mill","Guntur Flour Products","Guntur","AP1028"
"Telangana","Spice Processing","Nizamabad Spice FarmTech","Nizamabad","TS1029"
"Maharashtra","Fruit Processing","Pune Fruit Agri Unit","Pune","MH1030"
"Gujarat","Rice Mill","Bhavnagar Rice Industries","Bhavnagar","GJ1031"
"Punjab","Sugar Mill","Amritsar Sugar Processors","Amritsar","PB1032"
"Haryana","Food Processing","Panipat Food Enterprises","Panipat","HR1033"
"Uttar Pradesh","Dairy Plant","Varanasi Dairy Foods","Varanasi","UP1034"
"Rajasthan","Oil Mill","Udaipur Oil Agro Works","Udaipur","RJ1035"
"Madhya Pradesh","Cold Storage","Gwalior Cold Agencies","Gwalior","MP1036"
"Bihar","Agro Processing","Muzaffarpur Agro Mills","Muzaffarpur","BR1037"
"West Bengal","Flour Mill","Durgapur Flour Products","Durgapur","WB1038"
"Odisha","Spice Processing","Rourkela Spice FarmTech","Rourkela","OD1039"
"Chhattisgarh","Fruit Processing","Rajnandgaon Fruit Agri Unit","Rajnandgaon","CG1040"
"Tamil Nadu","Rice Mill","Chennai Rice Industries","Chennai","TN1041"
"Karnataka","Sugar Mill","Mysore Sugar Processors","Mysore","KA1042"
"Kerala","Food Processing","Kannur Food Enterprises","Kannur","KL1043"
"Andhra Pradesh","Dairy Plant","Tirupati Dairy Foods","Tirupati","AP1044"
"Telangana","Oil Mill","Khammam Oil Agro Works","Khammam","TS1045"
"Maharashtra","Cold Storage","Nashik Cold Agencies","Nashik","MH1046"
"Gujarat","Agro Processing","Rajkot Agro Mills","Rajkot","GJ1047"
"Punjab","Flour Mill","Jalandhar Flour Products","Jalandhar","PB1048"
"Haryana","Spice Processing","Rohtak Spice FarmTech","Rohtak","HR1049"
"Uttar Pradesh","Fruit Processing","Gorakhpur Fruit Agri Unit","Gorakhpur","UP1050"
"Rajasthan","Rice Mill","Jaipur Rice Industries","Jaipur","RJ1051"
"Madhya Pradesh","Sugar Mill","Bhopal Sugar Processors","Bhopal","MP1052"
"Bihar","Food Processing","Bhagalpur Food Enterprises","Bhagalpur","BR1053"
"West Bengal","Dairy Plant","Malda Dairy Foods","Malda","WB1054"
"Odisha","Oil Mill","Balasore Oil Agro Works","Balasore","OD1055"
"Chhattisgarh","Cold Storage","Raipur Cold Agencies","Raipur","CG1056"
"Tamil Nadu","Agro Processing","Tiruppur Agro Mills","Tiruppur","TN1057"
"Karnataka","Flour Mill","Mysore Flour Products","Mysore","KA1058"
"Kerala","Spice Processing","Kozhikode Spice FarmTech","Kozhikode","KL1059"
"Andhra Pradesh","Fruit Processing","Nellore Fruit Agri Unit","Nellore","AP1060"
"Telangana","Rice Mill","Hyderabad Rice Industries","Hyderabad","TS1061"
"Maharashtra","Sugar Mill","Aurangabad Sugar Processors","Aurangabad","MH1062"
"Gujarat","Food Processing","Ahmedabad Food Enterprises","Ahmedabad","GJ1063"
"Punjab","Dairy Plant","Patiala Dairy Foods","Patiala","PB1064"
"Haryana","Oil Mill","Ambala Oil Agro Works","Ambala","HR1065"
"Uttar Pradesh","Cold Storage","Lucknow Cold Agencies","Lucknow","UP1066"
"Rajasthan","Agro Processing","Bikaner Agro Mills","Bikaner","RJ1067"
"Madhya Pradesh","Flour Mill","Sagar Flour Products","Sagar","MP1068"
"Bihar","Spice Processing","Gaya Spice FarmTech","Gaya","BR1069"
"West Bengal","Fruit Processing","Howrah Fruit Agri Unit","Howrah","WB1070"
"Odisha","Rice Mill","Bhubaneswar Rice Industries","Bhubaneswar","OD1071"
"Chhattisgarh","Sugar Mill","Bilaspur Sugar Processors","Bilaspur","CG1072"
"Tamil Nadu","Food Processing","Madurai Food Enterprises","Madurai","TN1073"
"Karnataka","Dairy Plant","Mysore Dairy Foods","Mysore","KA1074"
"Kerala","Oil Mill","Kochi Oil Agro Works","Kochi","KL1075"
"Andhra Pradesh","Cold Storage","Guntur Cold Agencies","Guntur","AP1076"
"Telangana","Agro Processing","Warangal Agro Mills","Warangal","TS1077"
"Maharashtra","Flour Mill","Amravati Flour Products","Amravati","MH1078"
"Gujarat","Spice Processing","Bhavnagar Spice FarmTech","Bhavnagar","GJ1079"
"Punjab","Fruit Processing","Bathinda Fruit Agri Unit","Bathinda","PB1080"
"Haryana","Rice Mill","Karnal Rice Industries","Karnal","HR1081"
"Uttar Pradesh","Sugar Mill","Meerut Sugar Processors","Meerut","UP1082"
"Rajasthan","Food Processing","Udaipur Food Enterprises","Udaipur","RJ1083"
"Madhya Pradesh","Dairy Plant","Gwalior Dairy Foods","Gwalior","MP1084"
"Bihar","Oil Mill","Purnia Oil Agro Works","Purnia","BR1085"
"West Bengal","Cold Storage","Kolkata Cold Agencies","Kolkata","WB1086"
"Odisha","Agro Processing","Cuttack Agro Mills","Cuttack","OD1087"
"Chhattisgarh","Flour Mill","Durg Flour Products","Durg","CG1088"
"Tamil Nadu","Spice Processing","Vellore Spice FarmTech","Vellore","TN1089"
"Karnataka","Fruit Processing","Mysore Fruit Agri Unit","Mysore","KA1090"
"Kerala","Rice Mill","Kannur Rice Industries","Kannur","KL1091"
"Andhra Pradesh","Sugar Mill","Tirupati Sugar Processors","Tirupati","AP1092"
"Telangana","Food Processing","Karimnagar Food Enterprises","Karimnagar","TS1093"
"Maharashtra","Dairy Plant","Nagpur Dairy Foods","Nagpur","MH1094"
"Gujarat","Oil Mill","Rajkot Oil Agro Works","Rajkot","GJ1095"
"Punjab","Cold Storage","Ludhiana Cold Agencies","Ludhiana","PB1096"
"Haryana","Agro Processing","Hisar Agro Mills","Hisar","HR1097"
"Uttar Pradesh","Flour Mill","Bareilly Flour Products","Bareilly","UP1098"
"Rajasthan","Spice Processing","Jaipur Spice FarmTech","Jaipur","RJ1099"
"Madhya Pradesh","Fruit Processing","Bhopal Fruit Agri Unit","Bhopal","MP1100"
"Bihar","Rice Mill","Patna Rice Industries","Patna","BR1101"
"West Bengal","Sugar Mill","Siliguri Sugar Processors","Siliguri","WB1102"
"Odisha","Food Processing","Sambalpur Food Enterprises","Sambalpur","OD1103"
"Chhattisgarh","Dairy Plant","Korba Dairy Foods","Korba","CG1104"
"Tamil Nadu","Oil Mill","Erode Oil Agro Works","Erode","TN1105"
"Karnataka","Cold Storage","Mysore Cold Agencies","Mysore","KA1106"
"Kerala","Agro Processing","Kozhikode Agro Mills","Kozhikode","KL1107"
"Andhra Pradesh","Flour Mill","Nellore Flour Products","Nellore","AP1108"
"Telangana","Spice Processing","Nizamabad Spice FarmTech","Nizamabad","TS1109"
"Maharashtra","Fruit Processing","Kolhapur Fruit Agri Unit","Kolhapur","MH1110"
"Gujarat","Rice Mill","Ahmedabad Rice Industries","Ahmedabad","GJ1111"
"Punjab","Sugar Mill","Amritsar Sugar Processors","Amritsar","PB1112"
"Haryana","Food Processing","Panipat Food Enterprises","Panipat","HR1113"
"Uttar Pradesh","Dairy Plant","Kanpur Dairy Foods","Kanpur","UP1114"
"Rajasthan","Oil Mill","Bikaner Oil Agro Works","Bikaner","RJ1115"
"Madhya Pradesh","Cold Storage","Sagar Cold Agencies","Sagar","MP1116"
"Bihar","Agro Processing","Muzaffarpur Agro Mills","Muzaffarpur","BR1117"
"West Bengal","Flour Mill","Durgapur Flour Products","Durgapur","WB1118"
"Odisha","Spice Processing","Rourkela Spice FarmTech","Rourkela","OD1119"
"Chhattisgarh","Fruit Processing","Rajnandgaon Fruit Agri Unit","Rajnandgaon","CG1120"
"Tamil Nadu","Rice Mill","Chennai Rice Industries","Chennai","TN1121"
"Karnataka","Sugar Mill","Mysore Sugar Processors","Mysore","KA1122"
"Kerala","Food Processing","Kochi Food Enterprises","Kochi","KL1123"
"Andhra Pradesh","Dairy Plant","Guntur Dairy Foods","Guntur","AP1124"
"Telangana","Oil Mill","Khammam Oil Agro Works","Khammam","TS1125"
"Maharashtra","Cold Storage","Solapur Cold Agencies","Solapur","MH1126"
"Gujarat","Agro Processing","Bhavnagar Agro Mills","Bhavnagar","GJ1127"
"Punjab","Flour Mill","Jalandhar Flour Products","Jalandhar","PB1128"
"Haryana","Spice Processing","Rohtak Spice FarmTech","Rohtak","HR1129"
"Uttar Pradesh","Fruit Processing","Agra Fruit Agri Unit","Agra","UP1130"
"Rajasthan","Rice Mill","Udaipur Rice Industries","Udaipur","RJ1131"
"Madhya Pradesh","Sugar Mill","Gwalior Sugar Processors","Gwalior","MP1132"
"Bihar","Food Processing","Bhagalpur Food Enterprises","Bhagalpur","BR1133"
"West Bengal","Dairy Plant","Malda Dairy Foods","Malda","WB1134"
"Odisha","Oil Mill","Balasore Oil Agro Works","Balasore","OD1135"
"Chhattisgarh","Cold Storage","Raipur Cold Agencies","Raipur","CG1136"
"Tamil Nadu","Agro Processing","Tiruppur Agro Mills","Tiruppur","TN1137"
"Karnataka","Flour Mill","Mysore Flour Products","Mysore","KA1138"
"Kerala","Spice Processing","Kannur Spice FarmTech","Kannur","KL1139"
"Andhra Pradesh","Fruit Processing","Tirupati Fruit Agri Unit","Tirupati","AP1140"
"Telangana","Rice Mill","Hyderabad Rice Industries","Hyderabad","TS1141"
"Maharashtra","Sugar Mill","Pune Sugar Processors","Pune","MH1142"
"Gujarat","Food Processing","Rajkot Food Enterprises","Rajkot","GJ1143"
"Punjab","Dairy Plant","Patiala Dairy Foods","Patiala","PB1144"
"Haryana","Oil Mill","Ambala Oil Agro Works","Ambala","HR1145"
"Uttar Pradesh","Cold Storage","Varanasi Cold Agencies","Varanasi","UP1146"
"Rajasthan","Agro Processing","Jaipur Agro Mills","Jaipur","RJ1147"
"Madhya Pradesh","Flour Mill","Bhopal Flour Products","Bhopal","MP1148"
"Bihar","Spice Processing","Gaya Spice FarmTech","Gaya","BR1149"
"West Bengal","Fruit Processing","Howrah Fruit Agri Unit","Howrah","WB1150"
"Odisha","Rice Mill","Bhubaneswar Rice Industries","Bhubaneswar","OD1151"
"Chhattisgarh","Sugar Mill","Bilaspur Sugar Processors","Bilaspur","CG1152"
"Tamil Nadu","Food Processing","Madurai Food Enterprises","Madurai","TN1153"
"Karnataka","Dairy Plant","Mysore Dairy Foods","Mysore","KA1154"
"Kerala","Oil Mill","Kozhikode Oil Agro Works","Kozhikode","KL1155"
"Andhra Pradesh","Cold Storage","Nellore Cold Agencies","Nellore","AP1156"
"Telangana","Agro Processing","Warangal Agro Mills","Warangal","TS1157"
"Maharashtra","Flour Mill","Nashik Flour Products","Nashik","MH1158"
"Gujarat","Spice Processing","Ahmedabad Spice FarmTech","Ahmedabad","GJ1159"
"Punjab","Fruit Processing","Bathinda Fruit Agri Unit","Bathinda","PB1160"
"Haryana","Rice Mill","Karnal Rice Industries","Karnal","HR1161"
"Uttar Pradesh","Sugar Mill","Gorakhpur Sugar Processors","Gorakhpur","UP1162"
"Rajasthan","Food Processing","Bikaner Food Enterprises","Bikaner","RJ1163"
"Madhya Pradesh","Dairy Plant","Sagar Dairy Foods","Sagar","MP1164"
"Bihar","Oil Mill","Purnia Oil Agro Works","Purnia","BR1165"
"West Bengal","Cold Storage","Kolkata Cold Agencies","Kolkata","WB1166"
"Odisha","Agro Processing","Cuttack Agro Mills","Cuttack","OD1167"
"Chhattisgarh","Flour Mill","Durg Flour Products","Durg","CG1168"
"Tamil Nadu","Spice Processing","Vellore Spice FarmTech","Vellore","TN1169"
"Karnataka","Fruit Processing","Mysore Fruit Agri Unit","Mysore","KA1170"
"Kerala","Rice Mill","Kochi Rice Industries","Kochi","KL1171"
"Andhra Pradesh","Sugar Mill","Guntur Sugar Processors","Guntur","AP1172"
"Telangana","Food Processing","Karimnagar Food Enterprises","Karimnagar","TS1173"
"Maharashtra","Dairy Plant","Aurangabad Dairy Foods","Aurangabad","MH1174"
"Gujarat","Oil Mill","Bhavnagar Oil Agro Works","Bhavnagar","GJ1175"
"Punjab","Cold Storage","Ludhiana Cold Agencies","Ludhiana","PB1176"
"Haryana","Agro Processing","Hisar Agro Mills","Hisar","HR1177"
"Uttar Pradesh","Flour Mill","Lucknow Flour Products","Lucknow","UP1178"
"Rajasthan","Spice Processing","Udaipur Spice FarmTech","Udaipur","RJ1179"
"Madhya Pradesh","Fruit Processing","Gwalior Fruit Agri Unit","Gwalior","MP1180"
"Bihar","Rice Mill","Patna Rice Industries","Patna","BR1181"
"West Bengal","Sugar Mill","Siliguri Sugar Processors","Siliguri","WB1182"
"Odisha","Food Processing","Sambalpur Food Enterprises","Sambalpur","OD1183"
"Chhattisgarh","Dairy Plant","Korba Dairy Foods","Korba","CG1184"
"Tamil Nadu","Oil Mill","Erode Oil Agro Works","Erode","TN1185"
"Karnataka","Cold Storage","Mysore Cold Agencies","Mysore","KA1186"
"Kerala","Agro Processing","Kannur Agro Mills","Kannur","KL1187"
"Andhra Pradesh","Flour Mill","Tirupati Flour Products","Tirupati","AP1188"
"Telangana","Spice Processing","Nizamabad Spice FarmTech","Nizamabad","TS1189"
"Maharashtra","Fruit Processing","Amravati Fruit Agri Unit","Amravati","MH1190"
"Gujarat","Rice Mill","Rajkot Rice Industries","Rajkot","GJ1191"
"Punjab","Sugar Mill","Amritsar Sugar Processors","Amritsar","PB1192"
"Haryana","Food Processing","Panipat Food Enterprises","Panipat","HR1193"
"Uttar Pradesh","Dairy Plant","Meerut Dairy Foods","Meerut","UP1194"
"Rajasthan","Oil Mill","Jaipur Oil Agro Works","Jaipur","RJ1195"
"Madhya Pradesh","Cold Storage","Bhopal Cold Agencies","Bhopal","MP1196"
"Bihar","Agro Processing","Muzaffarpur Agro Mills","Muzaffarpur","BR1197"
"West Bengal","Flour Mill","Durgapur Flour Products","Durgapur","WB1198"
"Odisha","Spice Processing","Rourkela Spice FarmTech","Rourkela","OD1199"
"Chhattisgarh","Fruit Processing","Rajnandgaon Fruit Agri Unit","Rajnandgaon","CG1200"
